"h0" "h1" "h2" "h3" "h4" "h5" "h6" "h7" "h8" "h9" "h10" "h11" "h12" "h13" "h14" "h15" "h16" "h17" "h18" "h19" "h20" "h21" "h22" "h23" "h24" "daytype"
"2023-11-19" 24.728999 23.085001 21.98 21.437001 21.209 21.67 23.008999 23.979 25.567001 28.303 30.385999 30.579 30.263999 29.332 28.057001 27.885 27.575 30.38 32.141001 33.030001 32.483 30.713001 28.329 25.8 23.766999 "Holiday"
"2023-11-20" 23.766999 22.288 21.578 21.346999 21.601 23.093999 28.834001 35.739001 40.916999 42.995999 42.674001 42.076 40.5 39.815001 42.220001 42.583 42.289 43.517999 42.948 42.488001 41.295 38.01 34.146998 30.667 27.739 "Working day"
"2023-11-21" 27.739 25.477999 24.575999 24.499 24.479999 25.548001 30.333 36.884999 41.377 43.683 43.254001 43.567 41.718 41.200001 42.683 43.286999 43.408 44.874 44.07 44.032 41.674001 38.341 34.389 31.298999 28.352999 "Working day"
"2023-11-22" 28.352999 26.520999 25.577 25.384 25.497 26.546999 31.239 38.113 42.568 44.243999 43.829 43.003 41.337001 40.990002 42.763 42.454999 42.866001 44.894 44.103 44.047 42.629 39.646 35.418 31.878998 28.912999 "Working day"
"2023-11-23" 28.912999 26.888999 25.781001 25.700999 25.799001 27.010001 31.568999 38.049 42.472 44.425001 45.477 44.812 42.520999 41.842 42.578 42.502 42.321999 44.051 43.736 43.700999 42.009001 39.036 35.149001 31.584999 28.477 "Working day"
"2023-11-24" 28.477 26.557001 25.21 24.905999 25.082001 26.164999 30.618001 37.217999 41.768999 44.056999 43.866 43.008999 41.45 40.523 40.96 40.722999 40.440999 42.291999 41.958 41.526001 39.802001 36.838 32.855999 30.170999 27.295 "Working day"
"2023-11-25" 27.295 25.220001 23.959001 23.41 23.305001 23.985001 26.243 29.463 32.329 35.036 37.101 36.394 35.574 34.673001 33.876 32.37 31.728 34.859 36.191001 37.304998 35.965001 32.969 30.557 27.997 25.656 "Holiday"
"2023-11-26" 25.656 23.825 22.639999 22.171002 22.043 22.377 23.344 24.797999 27.169 30.081001 31.477 31.148999 31.184 30.785 29.717 29.228999 28.428999 31.797001 33.216999 34.467 34.089002 32.306001 29.672 27.106001 24.804999 "Holiday"
"2023-11-27" 24.804999 23.19 22.363999 22.103 22.619 24.357 30.198 38.301 43.699999 46.723 47.136999 46.805 46.210999 45.76 47.063999 46.936 47.073 48.476999 46.975001 46.263 44.707 41.533001 37.16 33.328001 30.244999 "Working day"
"2023-11-28" 30.244999 28.349999 26.789 26.404 26.387 27.992 33.664 41.154001 45.895 48.419999 48.43 47.602 46.309 45.659999 46.220999 46.389001 46.81 48.328 47.788999 47.42 45.703001 42.867 38.398 34.062 30.865002 "Working day"
"2023-11-29" 30.865002 28.725 27.378999 27.028 27.365999 28.799999 33.871999 41.334001 46.221 48.687 48.906001 47.856 46.194 45.45 45.967999 46.24 46.713001 48.417 47.408 46.874999 45.267999 42.123999 37.169001 33.950001 29.624999 "Working day"
"2023-11-30" 29.624999 27.491999 26.287 25.754 26.021999 27.406 32.55 39.55 44.993999 47.485999 47.827 47.397 45.218 44.362001 45.104002 45.872002 45.774001 46.738999 45.486 44.988999 43.126999 40.250001 36.304 33.058 30.070001 "Working day"
"2023-12-01" 30.070001 28.300999 27.059999 26.38 26.411998 27.746999 32.524001 39.343999 44.234 46.811999 46.970999 46.845 45.517001 44.413 44.564999 44.794 44.451999 45.486001 44.338 44.315 42.409999 39.216 35.376 32.331 29.072999 "Working day"
"2023-12-02" 29.072999 26.808 25.481 24.865999 24.688 25.352001 27.491 30.684001 33.195001 36.290999 38.146001 37.570001 37.654 34.683 33.597 32.755999 32.879999 35.834001 36.746 37.443999 36.299001 33.34 30.742999 28.617 26.264999 "Holiday"
"2023-12-03" 26.264999 24.754 23.497999 22.469999 22.465 23.068999 24.051 25.560001 27.287 30.731 33.313999 33.352 33.310001 32.693999 30.515999 30.028 29.535 32.894 33.957999 35.108 35.039 33.23 31.052 28.603 25.439001 "Holiday"
"2023-12-04" 25.439001 24.340999 23.351 22.784 22.998998 25.126999 31.274999 38.858001 44.802999 48.172001 47.926 47.455 46.287 45.583999 47.363 47.866999 47.517 48.586999 46.988999 46.546 45.169 41.999001 37.487999 33.964 30.648999 "Working day"
"2023-12-05" 30.648999 28.652 27.68 27.166999 27.152999 28.757 34.033 41.124 45.995 48.64 49.069001 49.231 46.895001 46.035 46.809 47.502999 47.179 48.511 47.399999 47.199 45.418999 42.573001 38.576 34.945 31.778 "Working day"
"2023-12-06" 31.778 29.240001 27.770001 27.448999 27.619 29.075 34.336 42.150999 46.851 49.700999 50.004001 49.515 47.899999 46.875 46.938999 47.214001 47.506 49.321 48.189001 47.960999 46.216 43.190999 38.88 35.173001 31.733001 "Working day"
"2023-12-07" 31.733001 29.637 28.389 27.688 27.643 28.991999 34.103 41.021 46.022 49.275 48.194999 48.11 46.094 45.244 45.962999 45.965002 45.772 47.738001 46.544999 46.012999 44.205999 41.385 37.304 34.048 30.812001 "Working day"
"2023-12-08" 30.812001 28.262 26.958 25.805001 25.198999 25.605999 26.730999 29.056 31.198 33.869001 34.894 34.548001 34.660999 34.067 32.860001 33.420001 33.92 36.715999 37.075999 37.638 36.684 34.709001 32.262 29.675 26.505 "Holiday"
"2023-12-09" 26.505 24.59 23.122001 22.483 22.316 23.262998 25.705 28.896002 32.009 35.371 36.212 35.787999 35.984 34.762 34.222 33.681 33.805 36.771 37.675999 38.371001 37.144 34.573 31.733001 29.155 26.815 "Holiday"
"2023-12-10" 26.815 24.925001 23.528 22.445 22.036999 22.204999 23.641 25.463001 26.913 30.417001 32.305 31.888 32.438 31.985 31.395999 31.144 30.346001 33.502 34.926999 36.171998 35.74 34.174001 31.805 28.929001 26.164 "Holiday"
"2023-12-11" 26.164 24.441 23.631999 22.977999 23.302 25.266001 31.568 39.48 45.117999 48.097 47.636 47.059 45.422 44.479001 45.839 47.258 47.315 48.823 47.357 46.946001 45.318 42.313999 38.422001 34.602999 30.763 "Working day"
"2023-12-12" 30.763 28.574 27.135001 26.950001 26.931999 28.206 33.512999 40.803 45.581999 48.117001 47.658999 47.465 45.725 44.390001 46.479999 46.97 47.142 48.423001 47.154 46.812001 44.804 42.135001 37.783 33.968 30.955999 "Working day"
"2023-12-13" 30.955999 28.63 27.411001 26.756001 26.874 28.397 33.519 40.63 45.952999 48.886 48.705001 48.831 47.483998 46.080001 46.274001 46.973001 47.124 48.041002 46.627 46.124999 44.297002 41.658999 37.7 33.763999 30.267 "Working day"
"2023-12-14" 30.267 27.971 26.945999 26.433 26.184 27.573 32.864999 39.88 44.759001 47.536 47.54 46.795001 45.094001 43.973999 45.272001 45.333001 45.483 47.423999 46.211001 45.976 44.359 41.312 37.492001 33.566001 30.279 "Working day"
"2023-12-15" 30.279 28.065 26.769 26.046 26.324001 27.608 32.776 40.213 44.547 46.870999 47.037 46.391 44.113999 42.961001 43.816 44.127001 44.556 46.496 45.650002 45.310999 43.378 40.046 35.917 32.784999 29.490999 "Working day"
"2023-12-16" 29.490999 27.047001 25.839001 24.914998 24.826999 25.245 27.399 31.081999 34.229 37.659 37.686 37.162998 35.990999 35.618999 34.008999 33.527 33.483999 37.307999 38.305002 38.881001 37.762001 34.967999 32.341999 29.819001 26.986001 "Holiday"
"2023-12-17" 26.986001 25.060001 23.726999 22.552001 22.262 22.952 24.100001 25.55 27.497002 31.139 32.551 32.000001 31.892001 30.939 29.973001 29.825999 29.761999 33.023999 34.208999 35.398 34.959999 33.307001 30.902 28.195 25.223 "Holiday"
"2023-12-18" 25.223 23.350999 22.418 22.107 22.144001 23.989 29.561 37.736 43.481 46.509999 46.778 45.923001 43.884 42.675999 43.506 44.537 44.458 46.245001 44.987001 44.943999 42.998999 40.015999 35.648999 31.911 29.175 "Working day"
"2023-12-19" 29.175 26.977 25.773999 25.503001 25.601001 27.302999 31.928 39.476999 44.679001 47.827 46.737 46.173 44.425999 43.288 43.620999 44.128999 44.2 46.16 45.068999 45.001 43.288 40.363999 36.259999 32.688001 29.047 "Working day"
"2023-12-20" 29.047 27.089001 25.913 25.391001 25.351001 26.66 31.113001 38.545 43.584001 46.458999 45.963001 44.795 43.12 42.123 42.615001 43.675001 43.797 45.56 44.84 44.334 42.724 39.697 35.855998 32.262 28.518999 "Working day"
"2023-12-21" 28.518999 26.367 25.289 24.933 24.996 25.991001 30.657 37.906 42.551 44.92 44.780999 44.010001 41.905001 40.931999 41.810999 42.094 41.961 43.617 42.728 42.282 40.300999 37.361 33.784999 30.102999 26.978998 "Working day"
"2023-12-22" 26.978998 24.652 23.592999 23.242001 23.489999 24.445 28.199001 34.34 38.678999 41.055 40.699 39.082 35.913999 35.662 35.553 36.269 35.567999 38.002999 38.153001 38.230001 36.217001 33.590001 30.373001 27.520001 24.733001 "Working day"
"2023-12-23" 24.733001 22.619001 21.359 20.92 20.61 20.989 22.712001 25.191 27.417 29.974 30.452999 29.963001 29.527001 28.692 28.186001 27.883001 27.905001 30.720001 32.174 32.935 31.879 29.481001 27.127001 24.910999 22.646999 "Holiday"
"2023-12-24" 22.646999 20.914999 19.600001 19.093999 18.979 19.403 20.443 22.216999 23.498 26.209999 26.844 27.394 27.52 26.498 25.991999 26.067001 26.185 29.242001 30.335001 30.329001 28.704 26.479001 24.844 23.324999 21.835 "Holiday"
"2023-12-25" 21.835 20.657 19.332 18.497001 18.107 18.359 19.405 20.685999 21.501 24.047001 25.752 26.777001 27.367 25.158 22.664 22.239 22.511999 25.217 26.176999 26.590999 26.469001 25.750998 24.441 22.654999 20.923 "Holiday"
"2023-12-26" 20.923 19.156001 18.180002 17.648 17.625999 18.066999 19.512 20.942 21.977999 24.227 25.948 26.716001 27.876 26.691 25.449999 24.550999 24.563 27.216 28.412001 29.161001 28.865999 27.655 25.779 23.398999 21.685 "Holiday"
"2023-12-27" 21.685 19.723 18.836 18.384 18.459 19.524001 22.772999 26.96 30.677001 33.801001 34.274999 33.764 32.892 31.933 32.517001 33.613 33.464 35.673 35.975 36.113001 34.647002 32.146999 29.044 26.019 23.158999 "Working day"
"2023-12-28" 23.158999 21.259001 20.085 19.662 19.627 20.618999 23.666001 27.621999 31.179999 34.103999 34.196 34.013001 34.392999 33.719 33.361 33.531 33.846 36.305 36.175999 36.213 34.765999 32.186 29.002999 25.709001 22.783 "Working day"
"2023-12-29" 22.783 20.807001 19.813999 19.364999 19.351001 20.237 22.792 26.339 29.453 32.417999 32.906001 32.615 32.577 31.874 31.798999 31.834001 31.946001 34.287 34.664 34.8 33.16 30.876999 28.225001 25.329999 22.629 "Working day"
"2023-12-30" 22.629 20.789999 19.718999 19.234 19.138 19.780001 21.512001 24.08 26.029999 28.430001 28.055001 27.918999 27.668001 27.418 27.586001 27.979999 28.876998 32.021999 33.344001 34.088999 32.942002 30.398 28.059 25.597001 22.839 "Holiday"
"2023-12-31" 22.839 20.894 19.588 18.843 18.510999 18.823 20.091002 21.586 22.697999 24.868 26.773001 27.288 28.110001 27.528 27.304001 27.668 27.831 30.711999 31.93 31.78 30.074 27.463001 25.641999 24.129 22.508 "Holiday"
